symbol;company_name;sector;industry;country
TRDA;Entrada Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
TREE;LendingTree, Inc.;Financial Services;Financial Conglomerates;United States of America
TREX;Trex Company, Inc.;Industrials;Building Products & Equipment;United States of America
TRGP;Targa Resources, Inc.;Energy;Oil & Gas Midstream;United States of America
TRIP;TripAdvisor, Inc.;Consumer Cyclical;Travel Services;United States of America
TRMB;Trimble Inc.;Technology;Scientific & Technical Instruments;United States of America
TRMK;Trustmark Corporation;Financial Services;Banks - Regional;United States of America
TRML;Tourmaline Bio, Inc.;Healthcare;Biotechnology;United States of America
TRN;Trinity Industries, Inc.;Industrials;Railroads;United States of America
TRNO;Terreno Realty Corporation;Real Estate;REIT - Industrial;United States of America
TRNS;Transcat, Inc.;Industrials;Industrial Distribution;United States of America
TROW;T. Rowe Price Group, Inc.;Financial Services;Asset Management;United States of America
TROX;Tronox Holdings plc;Basic Materials;Chemicals;United States of America
TRS;TriMas Corporation;Consumer Cyclical;Packaging & Containers;United States of America
TRST;TrustCo Bank Corp NY;Financial Services;Banks - Regional;United States of America
TRTX;TPG RE Finance Trust, Inc.;Real Estate;REIT - Mortgage;United States of America
TRU;TransUnion;Financial Services;Financial Data & Stock Exchanges;United States of America
TRUE;TrueCar, Inc.;Communication Services;Internet Content & Information;United States of America
TRUP;Trupanion, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
TRV;The Travelers Companies, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
TRVI;Trevi Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
TSBK;Timberland Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
TSCO;Tractor Supply Company;Consumer Cyclical;Specialty Retail;United States of America
TSHA;Taysha Gene Therapies, Inc.;Healthcare;Biotechnology;United States of America
TSLA;Tesla, Inc.;Consumer Cyclical;Auto Manufacturers;United States of America
TSN;Tyson Foods, Inc.;Consumer Defensive;Farm Products;United States of America
TSQ;Townsquare Media, Inc.;Communication Services;Advertising Agencies;United States of America
TSVT;2seventy bio, Inc.;Healthcare;Biotechnology;United States of America
TTAN;ServiceTitan, Inc.;Technology;Software - Application;United States of America
TTC;Toro Company (The);Industrials;Tools & Accessories;United States of America
TTD;The Trade Desk, Inc.;Technology;Software - Application;United States of America
TTEC;TTEC Holdings, Inc.;Technology;Information Technology Services;United States of America
TTEK;Tetra Tech, Inc.;Industrials;Engineering & Construction;United States of America
TTGT;TechTarget, Inc.;Technology;Information Technology Services;United States of America
TTI;Tetra Technologies, Inc.;Energy;Oil & Gas Equipment & Services;United States of America
TTMI;TTM Technologies, Inc.;Technology;Electronic Components;United States of America
TTSH;Tile Shop Holdings, Inc.;Consumer Cyclical;Home Improvement Retail;United States of America
TTWO;Take-Two Interactive Software, ;Communication Services;Electronic Gaming & Multimedia;United States of America
TUSK;Mammoth Energy Services, Inc.;Industrials;Conglomerates;United States of America
TVTX;Travere Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
TW;Tradeweb Markets Inc.;Financial Services;Capital Markets;United States of America
TWI;Titan International, Inc. (DE);Industrials;Farm & Heavy Construction Machinery;United States of America
TWIN;Twin Disc, Incorporated;Industrials;Specialty Industrial Machinery;United States of America
TWLO;Twilio Inc.;Technology;Software - Infrastructure;United States of America
TWO;Two Harbors Investment Corp;Real Estate;REIT - Mortgage;United States of America
TWST;Twist Bioscience Corporation;Healthcare;Diagnostics & Research;United States of America
TXG;10x Genomics, Inc.;Healthcare;Health Information Services;United States of America
TXN;Texas Instruments Incorporated;Technology;Semiconductors;United States of America
TXNM;TXNM Energy, Inc.;Utilities;Utilities - Regulated Electric;United States of America
TXRH;Texas Roadhouse, Inc.;Consumer Cyclical;Restaurants;United States of America
TXT;Textron Inc.;Industrials;Aerospace & Defense;United States of America
TYL;Tyler Technologies, Inc.;Technology;Software - Application;United States of America
TYRA;Tyra Biosciences, Inc.;Healthcare;Biotechnology;United States of America
U;Unity Software Inc.;Technology;Software - Application;United States of America
UA;Under Armour, Inc.;Consumer Cyclical;Apparel Manufacturing;United States of America
UAA;Under Armour, Inc.;Consumer Cyclical;Apparel Manufacturing;United States of America
UAL;United Airlines Holdings, Inc.;Industrials;Airlines;United States of America
UBER;Uber Technologies, Inc.;Technology;Software - Application;United States of America
UBFO;United Security Bancshares;Financial Services;Banks - Regional;United States of America
UBSI;United Bankshares, Inc.;Financial Services;Banks - Regional;United States of America
UCB;United Community Banks, Inc.;Financial Services;Banks - Regional;United States of America
UCTT;Ultra Clean Holdings, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
UDMY;Udemy, Inc.;Consumer Defensive;Education & Training Services;United States of America
UDR;UDR, Inc.;Real Estate;REIT - Residential;United States of America
UE;Urban Edge Properties;Real Estate;REIT - Retail;United States of America
UEC;Uranium Energy Corp.;Energy;Uranium;United States of America
UEIC;Universal Electronics Inc.;Technology;Consumer Electronics;United States of America
UFCS;United Fire Group, Inc;Financial Services;Insurance - Property & Casualty;United States of America
UFPI;UFP Industries, Inc.;Basic Materials;Lumber & Wood Production;United States of America
UFPT;UFP Technologies, Inc.;Healthcare;Medical Devices;United States of America
UGI;UGI Corporation;Utilities;Utilities - Regulated Gas;United States of America
UHAL;U-Haul Holding Company;Industrials;Rental & Leasing Services;United States of America
UHAL-B;U-Haul Holding Company Series N;Industrials;Rental & Leasing Services;United States of America
UHS;Universal Health Services, Inc.;Healthcare;Medical Care Facilities;United States of America
UHT;Universal Health Realty Income ;Real Estate;REIT - Healthcare Facilities;United States of America
UI;Ubiquiti Inc.;Technology;Communication Equipment;United States of America
UIS;Unisys Corporation New;Technology;Information Technology Services;United States of America
ULBI;Ultralife Corporation;Industrials;Electrical Equipment & Parts;United States of America
ULCC;Frontier Group Holdings, Inc.;Industrials;Airlines;United States of America
ULH;Universal Logistics Holdings, I;Industrials;Trucking;United States of America
ULS;UL Solutions Inc.;Industrials;Specialty Business Services;United States of America
ULTA;Ulta Beauty, Inc.;Consumer Cyclical;Specialty Retail;United States of America
UMBF;UMB Financial Corporation;Financial Services;Banks - Regional;United States of America
UMH;UMH Properties, Inc.;Real Estate;REIT - Residential;United States of America
UNF;Unifirst Corporation;Industrials;Specialty Business Services;United States of America
UNFI;United Natural Foods, Inc.;Consumer Defensive;Food Distribution;United States of America
UNH;UnitedHealth Group Incorporated;Healthcare;Healthcare Plans;United States of America
UNIT;Uniti Group Inc.;Real Estate;REIT - Specialty;United States of America
UNM;Unum Group;Financial Services;Insurance - Life;United States of America
UNP;Union Pacific Corporation;Industrials;Railroads;United States of America
UNTY;Unity Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
UP;Wheels Up Experience Inc.;Industrials;Airports & Air Services;United States of America
UPB;Upstream Bio, Inc.;Healthcare;Biotechnology;United States of America
UPBD;Upbound Group, Inc.;Technology;Software - Application;United States of America
UPS;United Parcel Service, Inc.;Industrials;Integrated Freight & Logistics;United States of America
UPST;Upstart Holdings, Inc.;Financial Services;Credit Services;United States of America
UPWK;Upwork Inc.;Communication Services;Internet Content & Information;United States of America
URBN;Urban Outfitters, Inc.;Consumer Cyclical;Apparel Retail;United States of America
URG;Ur Energy Inc;Energy;Uranium;United States of America
URGN;UroGen Pharma Ltd.;Healthcare;Biotechnology;United States of America
URI;United Rentals, Inc.;Industrials;Rental & Leasing Services;United States of America
USAC;USA Compression Partners, LP;Energy;Oil & Gas Equipment & Services;United States of America
USB;U.S. Bancorp;Financial Services;Banks - Regional;United States of America
USCB;USCB Financial Holdings, Inc.;Financial Services;Banks - Regional;United States of America
USFD;US Foods Holding Corp.;Consumer Defensive;Food Distribution;United States of America
USLM;United States of America Lime & Minerals, ;Basic Materials;Building Materials;United States of America
USM;United States of America Cellular Corporat;Communication Services;Telecom Services;United States of America
USNA;USANA Health Sciences, Inc.;Consumer Defensive;Packaged Foods;United States of America
USPH;U.S. Physical Therapy, Inc.;Healthcare;Medical Care Facilities;United States of America
UTHR;United Therapeutics Corporation;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
UTI;Universal Technical Institute I;Consumer Defensive;Education & Training Services;United States of America
UTL;UNITIL Corporation;Utilities;Utilities - Diversified;United States of America
UTMD;Utah Medical Products, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
UTZ;Utz Brands Inc;Consumer Defensive;Packaged Foods;United States of America
UUUU;Energy Fuels Inc;Energy;Uranium;United States of America
UVE;UNIVERSAL INSURANCE HOLDINGS IN;Financial Services;Insurance - Property & Casualty;United States of America
UVSP;Univest Financial Corporation;Financial Services;Banks - Regional;United States of America
UVV;Universal Corporation;Consumer Defensive;Tobacco;United States of America
UWMC;UWM Holdings Corporation;Financial Services;Mortgage Finance;United States of America
V;Visa Inc.;Financial Services;Credit Services;United States of America
VABK;Virginia National Bankshares Co;Financial Services;Banks - Regional;United States of America
VAC;Marriott Vacations Worldwide Co;Consumer Cyclical;Resorts & Casinos;United States of America
VBTX;Veritex Holdings, Inc.;Financial Services;Banks - Regional;United States of America
VC;Visteon Corporation;Consumer Cyclical;Auto Parts;United States of America
VCEL;Vericel Corporation;Healthcare;Biotechnology;United States of America
VCTR;Victory Capital Holdings, Inc. ;Financial Services;Asset Management;United States of America
VCYT;Veracyte, Inc.;Healthcare;Diagnostics & Research;United States of America
VECO;Veeco Instruments Inc.;Technology;Semiconductor Equipment & Materials;United States of America
VEEV;Veeva Systems Inc.;Healthcare;Health Information Services;United States of America
VEL;Velocity Financial, Inc.;Financial Services;Mortgage Finance;United States of America
VERA;Vera Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
VERV;Verve Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
VERX;Vertex, Inc.;Technology;Software - Application;United States of America
VFC;V.F. Corporation;Consumer Cyclical;Apparel Manufacturing;United States of America
VG;Venture Global, Inc.;Energy;Oil & Gas Midstream;United States of America
